Task ID,Task Description,Assigned To,Priority,Dependencies,Assigned Date,Expected Deadline,Estimated Time,Completed Date,Delay (days),Task Duration,Completion Time,Urgency,Completion Efficiency
T360,Conducting post-mortem reviews on failed initiatives,Alice,Low,T43,2025-02-18,2025-02-28,10,2025-02-25,-3,10,7,0.9090909090909091,1.25
T361,Managing crisis communication during major product failures,David,Medium,T62,2025-03-01,2025-03-04,3,2025-03-04,0,3,3,0.75,0.75
T362,Refining localization strategies for multilingual users,David,High,T5,2025-02-06,2025-02-12,6,2025-02-09,-3,6,3,0.8571428571428571,1.5
T363,Implementing dark mode UI for improved accessibility,Charlie,High,T11,2025-03-09,2025-03-13,4,2025-03-12,-1,4,3,0.8,1.0
T364,Managing stakeholder expectations on delivery timelines,Bob,Medium,T25,2025-02-17,2025-02-27,10,2025-02-26,-1,10,9,0.9090909090909091,1.0
T365,Optimizing touchpoints in omnichannel customer journeys,Alice,Medium,T65,2025-02-04,2025-02-12,8,2025-02-15,3,8,11,0.8888888888888888,0.6666666666666666
T366,Conducting competitor teardown analysis,Eve,High,T68,2025-01-26,2025-02-03,8,2025-02-06,3,8,11,0.8888888888888888,0.6666666666666666
T367,Enhancing user adoption through educational content,Alice,Medium,T17,2025-02-12,2025-02-13,1,2025-02-12,-1,1,0,0.5,1.0
T368,Monitoring the impact of design system changes,David,Medium,T83,2025-02-25,2025-03-01,4,2025-03-03,2,4,6,0.8,0.5714285714285714
T369,Creating a framework for feature validation,David,High,T81,2025-01-21,2025-01-27,6,2025-01-30,3,6,9,0.8571428571428571,0.6
T370,Documenting case studies for successful product decisions,Charlie,High,T5,2025-03-08,2025-03-14,6,2025-03-16,2,6,8,0.8571428571428571,0.6666666666666666
T371,Reviewing and refining the product roadmap based on market trends,David,High,T60,2025-01-22,2025-01-23,1,2025-01-27,4,1,5,0.5,0.16666666666666666
T372,Aligning quarterly product goals with company objectives,Bob,High,T81,2025-03-17,2025-03-19,2,2025-03-17,-2,2,0,0.6666666666666666,2.0
T373,Communicating roadmap changes to stakeholders,David,High,T4,2025-01-24,2025-01-29,5,2025-01-28,-1,5,4,0.8333333333333334,1.0
T374,Balancing short-term and long-term product priorities,David,High,T79,2025-01-23,2025-01-31,8,2025-02-03,3,8,11,0.8888888888888888,0.6666666666666666
T375,Evaluating trade-offs between feature development and technical debt,David,Medium,T78,2025-01-21,2025-01-31,10,2025-02-05,5,10,15,0.9090909090909091,0.625
T376,Creating a risk mitigation plan for roadmap execution,Charlie,High,No Dependency,2025-02-26,2025-03-06,8,2025-03-08,2,8,10,0.8888888888888888,0.7272727272727273
T377,Setting key performance indicators (KPIs) for roadmap success,David,High,T46,2025-03-14,2025-03-16,2,2025-03-13,-3,2,-1,0.6666666666666666,inf
T378,Mapping product features to business value,Bob,Medium,T22,2025-02-01,2025-02-07,6,2025-02-10,3,6,9,0.8571428571428571,0.6
T379,Analyzing roadmap dependencies across different teams,Alice,Medium,T22,2025-02-07,2025-02-11,4,2025-02-11,0,4,4,0.8,0.8
T380,Communicating strategic pivots to internal teams,Alice,High,T84,2025-01-25,2025-02-01,7,2025-01-31,-1,7,6,0.875,1.0
T381,Preparing executive briefings on product performance,Bob,Medium,T47,2025-01-26,2025-02-01,6,2025-02-03,2,6,8,0.8571428571428571,0.6666666666666666
T382,Presenting key product metrics in leadership meetings,David,Medium,T25,2025-02-10,2025-02-18,8,2025-02-20,2,8,10,0.8888888888888888,0.7272727272727273
T383,Aligning C-suite expectations with product capabilities,Bob,High,T22,2025-03-09,2025-03-16,7,2025-03-13,-3,7,4,0.875,1.4
T384,Handling cross-functional conflicts in product decisions,Charlie,Low,T13,2025-03-08,2025-03-18,10,2025-03-17,-1,10,9,0.9090909090909091,1.0
T385,Engaging with external investors on product vision,David,High,T13,2025-02-24,2025-03-01,5,2025-03-04,3,5,8,0.8333333333333334,0.5555555555555556
T386,Coordinating interdepartmental collaboration for product launches,David,High,T62,2025-01-26,2025-02-03,8,2025-02-01,-2,8,6,0.8888888888888888,1.1428571428571428
T387,Documenting stakeholder feedback for strategic alignment,Bob,Medium,T71,2025-01-25,2025-01-31,6,2025-02-01,1,6,7,0.8571428571428571,0.75
T388,Ensuring product decisions align with company vision,Alice,High,T54,2025-03-02,2025-03-11,9,2025-03-12,1,9,10,0.9,0.8181818181818182
T389,Negotiating resource allocation with leadership teams,David,Low,T60,2025-03-15,2025-03-24,9,2025-03-29,5,9,14,0.9,0.6
T390,Advocating for product investments in board meetings,Alice,Low,T25,2025-03-07,2025-03-12,5,2025-03-10,-2,5,3,0.8333333333333334,1.25
T391,Conducting competitor SWOT analysis for strategic insights,Bob,Medium,T79,2025-03-13,2025-03-20,7,2025-03-21,1,7,8,0.875,0.7777777777777778
T392,Tracking competitor feature releases and updates,Alice,Medium,T78,2025-02-04,2025-02-09,5,2025-02-11,2,5,7,0.8333333333333334,0.625
T393,Identifying gaps in the market for new product opportunities,Eve,Medium,T40,2025-02-16,2025-02-25,9,2025-02-24,-1,9,8,0.9,1.0
T394,Analyzing pricing models of direct competitors,Bob,Low,T29,2025-01-20,2025-01-22,2,2025-01-22,0,2,2,0.6666666666666666,0.6666666666666666
T395,Benchmarking product performance against industry leaders,David,High,T84,2025-02-22,2025-03-03,9,2025-03-04,1,9,10,0.9,0.8181818181818182
T396,Investigating market trends to anticipate customer needs,Charlie,High,T61,2025-03-11,2025-03-14,3,2025-03-14,0,3,3,0.75,0.75
T397,Differentiating product value propositions from competitors,Bob,High,T40,2025-03-12,2025-03-18,6,2025-03-16,-2,6,4,0.8571428571428571,1.2
T398,Conducting sentiment analysis on competitor reviews,Eve,Medium,T45,2025-01-28,2025-02-05,8,2025-02-02,-3,8,5,0.8888888888888888,1.3333333333333333
T399,Identifying opportunities for strategic partnerships,David,Medium,T46,2025-03-17,2025-03-24,7,2025-03-21,-3,7,4,0.875,1.4
T400,Refining go-to-market strategies based on competitor insights,Charlie,Medium,T30,2025-01-22,2025-02-01,10,2025-01-29,-3,10,7,0.9090909090909091,1.25
T401,Defining product positioning for a new feature launch,Eve,Medium,T71,2025-02-23,2025-03-01,6,2025-03-01,0,6,6,0.8571428571428571,0.8571428571428571
T402,Preparing launch documentation for internal teams,Charlie,Low,T81,2025-03-02,2025-03-05,3,2025-03-03,-2,3,1,0.75,1.5
T403,Collaborating with marketing on launch messaging,Bob,High,T65,2025-03-05,2025-03-07,2,2025-03-06,-1,2,1,0.6666666666666666,1.0
T404,Aligning sales enablement materials with product updates,Charlie,Medium,T39,2025-03-08,2025-03-17,9,2025-03-20,3,9,12,0.9,0.6923076923076923
T405,Conducting pre-launch beta testing with key customers,Eve,Medium,T68,2025-03-03,2025-03-06,3,2025-03-04,-2,3,1,0.75,1.5
T406,Setting post-launch success metrics for feature adoption,Charlie,Medium,T78,2025-02-14,2025-02-23,9,2025-02-21,-2,9,7,0.9,1.125
T407,Analyzing launch feedback for continuous improvements,Bob,High,T2,2025-03-12,2025-03-15,3,2025-03-12,-3,3,0,0.75,3.0
T408,Training support teams on new product features,Eve,Medium,T62,2025-02-03,2025-02-09,6,2025-02-07,-2,6,4,0.8571428571428571,1.2
T409,Managing cross-functional launch coordination,David,Low,T48,2025-03-12,2025-03-18,6,2025-03-18,0,6,6,0.8571428571428571,0.8571428571428571
T410,Hosting webinars to educate users about new updates,Bob,Medium,T45,2025-02-13,2025-02-18,5,2025-02-18,0,5,5,0.8333333333333334,0.8333333333333334
T411,Implementing onboarding improvements for new users,Charlie,Medium,T68,2025-02-17,2025-02-26,9,2025-03-03,5,9,14,0.9,0.6
T412,Analyzing product usage trends for engagement strategies,Eve,Low,T81,2025-02-20,2025-02-26,6,2025-03-02,4,6,10,0.8571428571428571,0.5454545454545454
T413,Identifying friction points in user adoption flow,David,High,T83,2025-03-01,2025-03-10,9,2025-03-10,0,9,9,0.9,0.9
T414,Collaborating with customer support to reduce churn,Bob,Low,T53,2025-02-10,2025-02-15,5,2025-02-13,-2,5,3,0.8333333333333334,1.25
T415,Implementing in-app tooltips for product education,David,Low,T65,2025-02-02,2025-02-04,2,2025-02-03,-1,2,1,0.6666666666666666,1.0
T416,Running cohort analysis to improve user retention,Bob,High,T13,2025-02-15,2025-02-18,3,2025-02-17,-1,3,2,0.75,1.0
T417,Personalizing user experiences based on behavior data,Eve,Low,No Dependency,2025-02-02,2025-02-08,6,2025-02-06,-2,6,4,0.8571428571428571,1.2
T418,Designing customer education programs for advanced features,Eve,Low,T62,2025-03-12,2025-03-17,5,2025-03-16,-1,5,4,0.8333333333333334,1.0
T419,Conducting customer success interviews to refine adoption strategies,Charlie,Low,T76,2025-02-18,2025-02-19,1,2025-02-23,4,1,5,0.5,0.16666666666666666
T420,Identifying power users to promote organic growth,Bob,High,T81,2025-02-13,2025-02-19,6,2025-02-22,3,6,9,0.8571428571428571,0.6
T421,Defining North Star metrics for product success,Charlie,Medium,T12,2025-03-17,2025-03-22,5,2025-03-25,3,5,8,0.8333333333333334,0.5555555555555556
T422,Tracking daily active users (DAU) and monthly active users (MAU),Bob,High,T20,2025-02-14,2025-02-24,10,2025-02-22,-2,10,8,0.9090909090909091,1.1111111111111112
T423,Monitoring feature engagement trends over time,Eve,Low,T91,2025-03-13,2025-03-15,2,2025-03-14,-1,2,1,0.6666666666666666,1.0
T424,Analyzing user behavior heatmaps for UI improvements,Charlie,Low,T5,2025-03-02,2025-03-10,8,2025-03-08,-2,8,6,0.8888888888888888,1.1428571428571428
T425,Implementing event tracking for product interactions,Bob,High,T47,2025-01-31,2025-02-06,6,2025-02-10,4,6,10,0.8571428571428571,0.5454545454545454
T426,Defining data-driven hypotheses for product decisions,Alice,Medium,T12,2025-02-18,2025-02-22,4,2025-02-20,-2,4,2,0.8,1.3333333333333333
T427,Conducting funnel analysis for conversion optimization,Alice,Medium,T2,2025-03-14,2025-03-17,3,2025-03-18,1,3,4,0.75,0.6
T428,Setting up dashboards for real-time product analytics,David,High,T40,2025-02-13,2025-02-16,3,2025-02-16,0,3,3,0.75,0.75
T429,Using customer segmentation to refine product strategies,Charlie,High,T45,2025-02-15,2025-02-18,3,2025-02-22,4,3,7,0.75,0.375
T430,Measuring feature stickiness to evaluate long-term impact,Charlie,High,T30,2025-02-27,2025-03-02,3,2025-03-07,5,3,8,0.75,0.3333333333333333
T431,Adapting product features for multilingual support,Bob,Medium,T62,2025-02-24,2025-02-26,2,2025-03-01,3,2,5,0.6666666666666666,0.3333333333333333
T432,Analyzing geographic trends for expansion opportunities,Eve,Medium,T53,2025-02-19,2025-02-22,3,2025-02-22,0,3,3,0.75,0.75
T433,Ensuring compliance with regional data protection laws,David,Medium,T83,2025-02-04,2025-02-14,10,2025-02-14,0,10,10,0.9090909090909091,0.9090909090909091
T434,Localizing user interfaces for different cultures,Charlie,Medium,T41,2025-02-07,2025-02-10,3,2025-02-08,-2,3,1,0.75,1.5
T435,Developing pricing models tailored for new markets,Eve,High,T40,2025-01-24,2025-01-31,7,2025-01-28,-3,7,4,0.875,1.4
T436,Optimizing infrastructure to handle global user growth,Charlie,Medium,T76,2025-03-19,2025-03-21,2,2025-03-25,4,2,6,0.6666666666666666,0.2857142857142857
T437,Partnering with regional experts for localized insights,Charlie,Medium,T29,2025-03-10,2025-03-19,9,2025-03-21,2,9,11,0.9,0.75
T438,Conducting user testing in international markets,David,High,T22,2025-01-29,2025-02-05,7,2025-02-08,3,7,10,0.875,0.6363636363636364
T439,Managing currency and payment gateway integrations,Alice,High,T4,2025-02-03,2025-02-08,5,2025-02-05,-3,5,2,0.8333333333333334,1.6666666666666667
T440,Evaluating expansion risks in emerging markets,Charlie,Low,T91,2025-03-03,2025-03-10,7,2025-03-11,1,7,8,0.875,0.7777777777777778
T441,Conducting NPS (Net Promoter Score) surveys for customer insights,Alice,Low,T53,2025-02-28,2025-03-07,7,2025-03-09,2,7,9,0.875,0.7
T442,Implementing feature request tracking mechanisms,Alice,High,T27,2025-02-17,2025-02-20,3,2025-02-22,2,3,5,0.75,0.5
T443,Monitoring social media sentiment about product updates,Eve,High,T47,2025-03-03,2025-03-10,7,2025-03-14,4,7,11,0.875,0.5833333333333334
T444,Prioritizing high-impact user feedback in roadmap planning,Alice,Medium,T38,2025-02-19,2025-02-26,7,2025-02-26,0,7,7,0.875,0.875
T445,Responding to customer complaints with data-driven solutions,Charlie,Low,T46,2025-02-24,2025-03-06,10,2025-03-09,3,10,13,0.9090909090909091,0.7142857142857143
T446,Running post-launch surveys to measure feature success,Charlie,Medium,T34,2025-02-25,2025-03-01,4,2025-03-03,2,4,6,0.8,0.5714285714285714
T447,Collaborating with UX researchers on usability improvements,Eve,High,T20,2025-02-13,2025-02-23,10,2025-02-27,4,10,14,0.9090909090909091,0.6666666666666666
T448,Creating a structured process for customer feedback analysis,Eve,Medium,T75,2025-03-16,2025-03-26,10,2025-03-23,-3,10,7,0.9090909090909091,1.25
T449,Refining help center content based on common support queries,Charlie,High,T25,2025-02-27,2025-02-28,1,2025-02-25,-3,1,-2,0.5,-1.0
T450,Hosting customer roundtables to gather direct feedback,Alice,Medium,T12,2025-02-11,2025-02-13,2,2025-02-15,2,2,4,0.6666666666666666,0.4
T451,Standardizing product development workflows for efficiency,Bob,Low,No Dependency,2025-02-16,2025-02-26,10,2025-02-27,1,10,11,0.9090909090909091,0.8333333333333334
T452,Automating repetitive product management tasks,Charlie,High,T30,2025-03-09,2025-03-11,2,2025-03-16,5,2,7,0.6666666666666666,0.25
T453,Streamlining cross-team communication for faster decision-making,Alice,High,T46,2025-02-26,2025-03-08,10,2025-03-05,-3,10,7,0.9090909090909091,1.25
T454,Creating best practices documentation for product managers,Eve,High,T40,2025-03-11,2025-03-21,10,2025-03-26,5,10,15,0.9090909090909091,0.625
T455,Improving sprint planning efficiency within Agile teams,Eve,Medium,T34,2025-02-02,2025-02-11,9,2025-02-09,-2,9,7,0.9,1.125
T456,Documenting lessons learned from previous product releases,David,Medium,T84,2025-03-02,2025-03-11,9,2025-03-10,-1,9,8,0.9,1.0
T457,Enhancing visibility into project timelines for stakeholders,Bob,Low,No Dependency,2025-01-20,2025-01-23,3,2025-01-25,2,3,5,0.75,0.5
T458,Reducing bottlenecks in feature development cycles,Charlie,High,T13,2025-02-15,2025-02-25,10,2025-02-23,-2,10,8,0.9090909090909091,1.1111111111111112
T459,Ensuring smooth knowledge transfer between product teams,Alice,High,T75,2025-01-19,2025-01-27,8,2025-01-24,-3,8,5,0.8888888888888888,1.3333333333333333
T460,Conducting retrospectives to optimize team performance,Charlie,High,T60,2025-02-27,2025-03-08,9,2025-03-11,3,9,12,0.9,0.6923076923076923
T461,Exploring emerging technologies for product differentiation,Charlie,High,T20,2025-02-26,2025-03-08,10,2025-03-12,4,10,14,0.9090909090909091,0.6666666666666666
T462,Developing long-term vision statements for the product,Eve,Medium,T47,2025-02-22,2025-02-23,1,2025-02-20,-3,1,-2,0.5,-1.0
T463,Identifying disruptive trends that could impact the industry,Charlie,High,T60,2025-02-20,2025-02-26,6,2025-02-28,2,6,8,0.8571428571428571,0.6666666666666666
T464,Evaluating potential integrations with cutting-edge tech,Bob,Medium,T20,2025-02-23,2025-03-01,6,2025-03-01,0,6,6,0.8571428571428571,0.8571428571428571
T465,Conducting hackathons to foster innovation within teams,Eve,High,T76,2025-01-22,2025-01-31,9,2025-01-28,-3,9,6,0.9,1.2857142857142858
T466,Exploring blockchain applications in product development,Alice,Low,T29,2025-02-14,2025-02-17,3,2025-02-17,0,3,3,0.75,0.75
T467,Researching AI-driven personalization for user experiences,Alice,High,T3,2025-03-12,2025-03-21,9,2025-03-24,3,9,12,0.9,0.6923076923076923
T468,Partnering with academia for research-driven innovation,David,High,T45,2025-01-25,2025-01-30,5,2025-02-01,2,5,7,0.8333333333333334,0.625
T469,Running internal innovation challenges for new ideas,Bob,High,T11,2025-02-17,2025-02-22,5,2025-02-23,1,5,6,0.8333333333333334,0.7142857142857143
T470,Developing proof-of-concept prototypes for future features,Charlie,Low,T20,2025-02-11,2025-02-20,9,2025-02-21,1,9,10,0.9,0.8181818181818182
T471,Ensuring compliance with accessibility guidelines (WCAG),Bob,Medium,T5,2025-02-20,2025-02-27,7,2025-03-02,3,7,10,0.875,0.6363636363636364
T472,Conducting legal risk assessments for new features,Alice,Low,T29,2025-03-01,2025-03-04,3,2025-03-04,0,3,3,0.75,0.75
T473,Reviewing terms of service for feature changes,Bob,High,T20,2025-03-02,2025-03-04,2,2025-03-07,3,2,5,0.6666666666666666,0.3333333333333333
T474,Managing GDPR and CCPA compliance in product design,David,High,T3,2025-02-06,2025-02-10,4,2025-02-13,3,4,7,0.8,0.5
T475,Addressing intellectual property concerns in product development,Charlie,Medium,T20,2025-03-14,2025-03-23,9,2025-03-22,-1,9,8,0.9,1.0
T476,Ensuring ethical AI practices in data-driven features,Eve,High,T46,2025-02-12,2025-02-18,6,2025-02-16,-2,6,4,0.8571428571428571,1.2
T477,Collaborating with legal teams on user data policies,David,High,T47,2025-02-07,2025-02-16,9,2025-02-21,5,9,14,0.9,0.6
T478,Handling compliance challenges in heavily regulated industries,Charlie,Medium,T81,2025-01-25,2025-02-02,8,2025-02-01,-1,8,7,0.8888888888888888,1.0
T479,Implementing consent management for privacy settings,Charlie,Medium,T46,2025-03-18,2025-03-24,6,2025-03-29,5,6,11,0.8571428571428571,0.5
T480,Managing third-party data sharing policies,David,High,T38,2025-02-25,2025-03-05,8,2025-03-10,5,8,13,0.8888888888888888,0.5714285714285714
T481,Developing contingency plans for product outages,Bob,Low,T12,2025-01-26,2025-01-27,1,2025-01-28,1,1,2,0.5,0.3333333333333333
T482,Creating a crisis communication strategy for major issues,Charlie,Medium,T17,2025-02-28,2025-03-08,8,2025-03-11,3,8,11,0.8888888888888888,0.6666666666666666
T483,Preparing rollback plans for failed feature releases,Eve,Medium,T99,2025-03-09,2025-03-18,9,2025-03-15,-3,9,6,0.9,1.2857142857142858
T484,Addressing cybersecurity threats proactively,Alice,Medium,T91,2025-03-11,2025-03-18,7,2025-03-15,-3,7,4,0.875,1.4
T485,Managing PR challenges related to product failures,Charlie,High,No Dependency,2025-02-19,2025-02-25,6,2025-03-01,4,6,10,0.8571428571428571,0.5454545454545454
T486,Ensuring server redundancy for high availability,Bob,Low,T81,2025-02-14,2025-02-16,2,2025-02-19,3,2,5,0.6666666666666666,0.3333333333333333
T487,Monitoring error logs for early issue detection,Alice,Medium,T91,2025-03-12,2025-03-15,3,2025-03-19,4,3,7,0.75,0.375
T488,Collaborating with engineering on incident response plans,Eve,Medium,T89,2025-03-18,2025-03-25,7,2025-03-30,5,7,12,0.875,0.5384615384615384
T489,Implementing automated alerts for system failures,Alice,Medium,T68,2025-02-22,2025-03-01,7,2025-03-03,2,7,9,0.875,0.7
T490,Conducting post-mortem analyses on major incidents,Alice,Medium,T81,2025-03-02,2025-03-09,7,2025-03-13,4,7,11,0.875,0.5833333333333334
T491,Planning sunsetting strategies for deprecated features,Eve,Medium,T22,2025-02-20,2025-02-22,2,2025-02-19,-3,2,-1,0.6666666666666666,inf
T492,Communicating product discontinuations to customers,David,Low,T83,2025-01-28,2025-02-02,5,2025-02-01,-1,5,4,0.8333333333333334,1.0
T493,Migrating users to new versions with minimal disruption,Bob,High,T45,2025-02-03,2025-02-13,10,2025-02-14,1,10,11,0.9090909090909091,0.8333333333333334
T494,Handling end-of-life transitions for legacy systems,Alice,Medium,T81,2025-01-19,2025-01-21,2,2025-01-24,3,2,5,0.6666666666666666,0.3333333333333333
T495,Analyzing financial impacts of feature deprecation,David,Low,T11,2025-01-25,2025-02-03,9,2025-02-05,2,9,11,0.9,0.75
T496,Developing exit strategies for underperforming products,David,Low,T78,2025-02-26,2025-03-06,8,2025-03-11,5,8,13,0.8888888888888888,0.5714285714285714
T497,Ensuring customer satisfaction during phase-out periods,Charlie,High,T12,2025-01-29,2025-02-05,7,2025-02-09,4,7,11,0.875,0.5833333333333334
T498,Providing long-term support for essential legacy features,Alice,Low,T71,2025-03-01,2025-03-11,10,2025-03-11,0,10,10,0.9090909090909091,0.9090909090909091
T499,Conducting retrospective analyses on retired products,Charlie,Low,T3,2025-03-05,2025-03-14,9,2025-03-14,0,9,9,0.9,0.9
T500,Documenting key takeaways for future product development,Alice,Low,T13,2025-02-14,2025-02-19,5,2025-02-19,0,5,5,0.8333333333333334,0.8333333333333334
T501,Generated task 1 for dataset expansion.,David,Medium,No Dependency,2025-02-02,2025-02-11,12,2025-02-16,5,9,14,1.2,0.8
T502,Generated task 2 for dataset expansion.,Alice,Medium,No Dependency,2025-02-03,2025-02-15,11,2025-02-14,-1,12,11,0.8461538461538461,0.9166666666666666
T503,Generated task 3 for dataset expansion.,Eve,Medium,No Dependency,2025-03-30,2025-04-08,7,2025-04-09,1,9,10,0.7,0.6363636363636364
T504,Generated task 4 for dataset expansion.,David,Medium,No Dependency,2025-01-19,2025-01-24,9,2025-01-23,-1,5,4,1.5,1.8
T505,Generated task 5 for dataset expansion.,Alice,Medium,No Dependency,2025-01-15,2025-01-25,6,2025-01-28,3,10,13,0.5454545454545454,0.42857142857142855
T506,Generated task 6 for dataset expansion.,Eve,Medium,No Dependency,2025-02-25,2025-03-07,12,2025-03-05,-2,10,8,1.0909090909090908,1.3333333333333333
T507,Generated task 7 for dataset expansion.,Bob,High,No Dependency,2025-03-08,2025-03-15,8,2025-03-13,-2,7,5,1.0,1.3333333333333333
T508,Generated task 8 for dataset expansion.,Alice,High,No Dependency,2025-02-09,2025-02-15,8,2025-02-14,-1,6,5,1.1428571428571428,1.3333333333333333
T509,Generated task 9 for dataset expansion.,Charlie,High,No Dependency,2025-02-24,2025-03-07,9,2025-03-12,5,11,16,0.75,0.5294117647058824
T510,Generated task 10 for dataset expansion.,Charlie,Medium,No Dependency,2025-03-25,2025-04-04,6,2025-04-04,0,10,10,0.5454545454545454,0.5454545454545454
T511,Generated task 11 for dataset expansion.,David,Medium,No Dependency,2025-03-10,2025-03-16,6,2025-03-15,-1,6,5,0.8571428571428571,1.0
T512,Generated task 12 for dataset expansion.,Alice,Medium,No Dependency,2025-02-10,2025-02-17,11,2025-02-22,5,7,12,1.375,0.8461538461538461
T513,Generated task 13 for dataset expansion.,Bob,High,No Dependency,2025-02-22,2025-03-07,4,2025-03-07,0,13,13,0.2857142857142857,0.2857142857142857
T514,Generated task 14 for dataset expansion.,Charlie,Medium,No Dependency,2025-01-23,2025-02-01,8,2025-02-02,1,9,10,0.8,0.7272727272727273
T515,Generated task 15 for dataset expansion.,Bob,High,No Dependency,2025-02-01,2025-02-10,9,2025-02-13,3,9,12,0.9,0.6923076923076923
T516,Generated task 16 for dataset expansion.,Charlie,High,No Dependency,2025-03-30,2025-04-05,9,2025-04-08,3,6,9,1.2857142857142858,0.9
T517,Generated task 17 for dataset expansion.,Charlie,Medium,No Dependency,2025-01-13,2025-01-26,4,2025-01-25,-1,13,12,0.2857142857142857,0.3076923076923077
T518,Generated task 18 for dataset expansion.,Charlie,High,No Dependency,2025-03-30,2025-04-10,4,2025-04-12,2,11,13,0.3333333333333333,0.2857142857142857
T519,Generated task 19 for dataset expansion.,Charlie,Low,No Dependency,2025-03-29,2025-04-03,10,2025-04-07,4,5,9,1.6666666666666667,1.0
T520,Generated task 20 for dataset expansion.,David,High,No Dependency,2025-01-05,2025-01-19,7,2025-01-21,2,14,16,0.4666666666666667,0.4117647058823529
T521,Generated task 21 for dataset expansion.,Bob,Medium,No Dependency,2025-03-06,2025-03-13,6,2025-03-18,5,7,12,0.75,0.46153846153846156
T522,Generated task 22 for dataset expansion.,Charlie,Low,No Dependency,2025-03-08,2025-03-16,5,2025-03-17,1,8,9,0.5555555555555556,0.5
T523,Generated task 23 for dataset expansion.,Charlie,High,No Dependency,2025-02-12,2025-02-17,12,2025-02-18,1,5,6,2.0,1.7142857142857142
T524,Generated task 24 for dataset expansion.,Bob,Medium,No Dependency,2025-01-18,2025-02-02,6,2025-02-06,4,15,19,0.375,0.3
T525,Generated task 25 for dataset expansion.,David,Low,No Dependency,2025-01-21,2025-01-30,4,2025-01-29,-1,9,8,0.4,0.4444444444444444
T526,Generated task 26 for dataset expansion.,Charlie,High,No Dependency,2025-03-18,2025-03-28,8,2025-03-29,1,10,11,0.7272727272727273,0.6666666666666666
T527,Generated task 27 for dataset expansion.,Bob,Low,No Dependency,2025-02-27,2025-03-09,4,2025-03-09,0,10,10,0.36363636363636365,0.36363636363636365
T528,Generated task 28 for dataset expansion.,David,Low,No Dependency,2025-02-17,2025-02-25,12,2025-02-23,-2,8,6,1.3333333333333333,1.7142857142857142
T529,Generated task 29 for dataset expansion.,Alice,Medium,No Dependency,2025-02-13,2025-02-24,11,2025-02-23,-1,11,10,0.9166666666666666,1.0
T530,Generated task 30 for dataset expansion.,Alice,Low,No Dependency,2025-03-06,2025-03-14,6,2025-03-16,2,8,10,0.6666666666666666,0.5454545454545454
T531,Generated task 31 for dataset expansion.,David,Medium,No Dependency,2025-02-25,2025-03-02,12,2025-03-06,4,5,9,2.0,1.2
T532,Generated task 32 for dataset expansion.,Alice,Low,No Dependency,2025-03-06,2025-03-18,7,2025-03-21,3,12,15,0.5384615384615384,0.4375
T533,Generated task 33 for dataset expansion.,David,Medium,No Dependency,2025-03-20,2025-03-25,6,2025-03-24,-1,5,4,1.0,1.2
